"","title","year","test","clean_test","binary","budget_2013","domgross_2013","intgross_2013"
"1733","Private Benjamin",1980,"ok","ok","PASS",42416518,197512086,197512086
"1734","Raging Bull",1980,"notalk","notalk","FAIL",50899822,66113787,66113787
"1735","Somewhere in Time",1980,"men","men","FAIL",14421616,27456486,27456486
"1736","Star Wars: Episode V - The Empire Strikes Back",1980,"nowomen-disagree","nowomen","FAIL",65038661,820821721,1510514303
"1737","Superman II",1980,"dubious","dubious","FAIL",152699465,305924063,305924063
"1738","The Blues Brothers",1980,"notalk","notalk","FAIL",76349732,161832844,161832844
"1739","The Fog",1980,"ok","ok","PASS",50899822,83450574,104764631
"1740","The Shining",1980,"men-disagree","men","FAIL",53727589,124470916,124470916
"1741","Alien",1979,"ok","ok","PASS",28886103,259752278,653566146
"1742","Apocalypse Now",1979,"nowomen-disagree","nowomen","FAIL",101101360,252913878,252913878
"1743","Moonraker",1979,"notalk","notalk","FAIL",99496576,225632559,674971936
"1744","Star Trek: The Motion Picture",1979,"notalk","notalk","FAIL",112334844,264014024,446129810
"1745","The Amityville Horror",1979,"ok","ok","PASS",59376989,209370867,350406635
"1746","Animal House",1978,"men","men","FAIL",10712118,505611968,505611968
"1747","Dawn of the Dead",1978,"nowomen","nowomen","FAIL",99979768,210638678,369399800
"1748","Days of Heaven",1978,"ok","ok","PASS",10712118,12307327,13071926
"1749","Grease",1978,"ok","ok","PASS",21424236,649203517,1383697739
"1750","Halloween",1978,"dubious","dubious","FAIL",53560590,208062006,276781136
"1751","I Spit on Your Grave",1978,"nowomen","nowomen","FAIL",6248735,332258,4565044
"1752","Superman",1978,"notalk","notalk","FAIL",196388829,479253080,1071925937
"1753","The Deer Hunter",1978,"notalk","notalk","FAIL",53560590,178535299,178535299
"1754","A Bridge Too Far",1977,"notalk","notalk","FAIL",99921804,195231833,195231833
"1755","Annie Hall",1977,"ok","ok","PASS",15372585,147005823,147005823
"1756","Close Encounters of the Third Kind",1977,"notalk","notalk","FAIL",76862926,637962288,1297830510
"1757","Eraserhead",1977,"nowomen","nowomen","FAIL",384315,26902024,26902024
"1758","High Anxiety",1977,"notalk","notalk","FAIL",13066697,119379800,119379800
"1759","Julia",1977,"ok","ok","PASS",23058878,250220,5246310
"1760","Star Wars",1977,"notalk","notalk","FAIL",42274609,1771682790,3066446442
"1761","Assault on Precinct 13",1976,"notalk","notalk","FAIL",122754817,82003880,147473116
"1762","Family Plot",1976,"ok","ok","PASS",12275482,54012120,54012120
"1763","Logan&#39;s Run",1976,"men","men","FAIL",28642791,102295681,102295681
"1764","Network",1976,"ok","ok","PASS",15548943,96934884,96934884
"1765","Rocky",1976,"notalk","notalk","FAIL",4091827,479705967,920661128
"1766","Silent Movie",1976,"notalk","notalk","FAIL",18004040,147901939,147901939
"1767","Sparkle",1976,"ok","ok","PASS",40918272,99830228,100905781
"1768","Taxi Driver",1976,"notalk","notalk","FAIL",4091827,115645570,115645570
"1769","Barry Lyndon",1975,"notalk","notalk","FAIL",47609104,86562007,86562007
"1770","Jaws",1975,"notalk","notalk","FAIL",51937204,1125306085,2037236823
"1771","Monty Python and the Holy Grail",1975,"men","men","FAIL",1731240,14835412,21765791
"1772","One Flew Over the Cuckoo&#39;s Nest",1975,"men","men","FAIL",19043641,471681892,471681892
"1773","The Rocky Horror Picture Show",1975,"dubious-disagree","dubious","FAIL",5193720,605399166,605399166
"1774","Black Christmas",1974,"ok","ok","PASS",42513535,76693179,76693179
"1775","Blazing Saddles",1974,"notalk","notalk","FAIL",12281688,564485269,564485269
"1776","The Conversation",1974,"notalk","notalk","FAIL",7557962,20878869,20878869
"1777","The Godfather: Part II",1974,"ok","ok","PASS",61408439,270669505,270669505
"1778","The Texas Chain Saw Massacre",1974,"notalk","notalk","FAIL",661322,125520924,125520924
"1779","The Towering Inferno",1974,"notalk","notalk","FAIL",661322,125520924,125520924
"1780","Young Frankenstein",1974,"men","men","FAIL",13226433,407657562,407657562
"1781","American Graffiti",1973,"men","men","FAIL",4074506,603047833,734145189
"1782","High Plains Drifter",1973,"notalk","notalk","FAIL",82329139,82329139,82329139
"1783","Sleeper",1973,"notalk","notalk","FAIL",10487788,96197818,96197818
"1784","The Exorcist",1973,"ok","ok","PASS",62926730,1074306128,2111900435
"1785","The Sting",1973,"notalk","notalk","FAIL",28841418,837011132,837011132
"1786","1776",1972,"notalk","notalk","FAIL",22288557,NA,NA
"1787","Pink Flamingos",1972,"ok","ok","PASS",66866,2305762,2305762
"1788","The Godfather",1972,"notalk-disagree","notalk","FAIL",39004975,752051643,1496119403
"1789","Escape from the Planet of the Apes",1971,"notalk","notalk","FAIL",14386286,70780525,70780525
"1790","Shaft",1971,"notalk","notalk","FAIL",305063707,404702718,616827003
"1791","Straw Dogs",1971,"notalk","notalk","FAIL",143862856,59412143,64760273
"1792","The French Connection",1971,"notalk","notalk","FAIL",12659931,236848653,236848653
"1793","Willy Wonka &amp; the Chocolate Factory",1971,"men-disagree","men","FAIL",17263543,23018057,23018057
"1794","Beyond the Valley of the Dolls",1970,"ok","ok","PASS",5997631,53978683,53978683
